Number,Latitude,Longitude,Title,Short_Desc,Image_Url,Cost,Size,Status,Category,Date,Occupant,Name,ParkName
95,66.89631864366322,-162.5896564594184,108797,"Duplex 297 C, D",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WEAR/108797.jpg,"$624,338","2,545 Sq Ft",OPERATING,Housing-Multi-Unit,1916,NPS,"Duplex 297 C, D",
96,60.19726003580729,-154.32140059895832,94905,PA-17 Tanalian Duplex,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/94905.jpg,"$444,649","1,212 Sq Ft",OPERATING,Housing-Multi-Unit,2007,NPS,Tanalian Duplex,PA-17
97,60.19699805881078,-154.32080902126737,94906,PA-18 Iliamna Duplex,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/94906.jpg,"$444,649","1,212 Sq Ft",OPERATING,Housing-Multi-Unit,2007,NPS,Iliamna Duplex,PA-18
98,60.19626679144966,-154.3219197265625,38543,PA-13 Well House,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/38543.jpg,"$402,191","1,200 Sq Ft",OPERATING,Pump/Well House,1985,NPS,Well House,PA-13
99,60.19778357421876,-154.31973254123264,94890,PA-19 Reboubt Duplex,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/94890.jpg,"$444,649","1,212 Sq Ft",OPERATING,Housing-Multi-Unit,2007,NPS,Redoubt Duplex,PA-19
100,60.196881328125016,-154.31856464409722,38545,PA-SWS Solid Waste Sorting Building (former Incinerator Bldg,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/38545.jpg,"$126,690",900 Sq Ft,OPERATING,General Bldg,1985,NPS,Incinerator Building,PA-IN
101,60.19672278320314,-154.3184767578125,107646,PA-MSB1 Electrical Storage Old Burny,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/107646.jpg,"$112,613",336 Sq Ft,OPERATING,Shed/Outbuild,1997,NPS,"Electrical Storage ""Old Burny""",PA-MSB1
102,60.19666780381942,-154.31843452690973,91059,PA-WP2 Port Alsworth Weather Port 2,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91059.jpg,"$23,474",120 Sq Ft,OPERATING,Storage,1982,NPS,Port Alsworth Weather Port 2,PA-WP2
103,60.1966101660156,-154.31840338867187,91060,PA-WP3 Port Alsworth Weather port #3,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91060.jpg,"$46,948",120 Sq Ft,OPERATING,General Bldg,1999,NPS,Port Alsworth Weather port 3,PA-WP3
104,60.19659432508678,-154.3187411686198,91061,PA-WP4 Port Alsworth Weather Port #4,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91061.jpg,"$40,816",240 Sq Ft,REMOVED,Barn/Stable,unknown,NPS,Port Alsworth Weather Port 4,PA-WP4
105,60.19682732421876,-154.31912879774305,91059,PA-WP2 Port Alsworth Weather Port 2,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91059.jpg,"$23,474",120 Sq Ft,OPERATING,Storage,1982,NPS,Port Alsworth Big Weatherport,PA-WP1
106,60.19658067382812,-154.31859772894964,91052,PA-PS Port Alsworth Propane & Flammable gas storage Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91052.jpg,"$146,314",144 Sq Ft,OPERATING,Storage,2001,NPS,Port Alsworth Propane & Flammable Gas Storage,PA-PS
107,60.20457511935763,-154.30650100043403,91040,PT-5 Point Fuel Dispensing Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91040.jpg,"$30,997",130 Sq Ft,OPERATING,General Bldg,1997,NPS,Point Fuel Dispensing Shed,PT-5
108,60.20446085069443,-154.30741693359374,99547,PT-8 Fire Cache,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/99547.jpg,"$15,260",64 Sq Ft,OPERATING,Fire Cache,1998,NPS,Fire Cache,PT-8
109,60.20501318684893,-154.306233312717,58009,PT-WP 11 Weather Port 11,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/58009.jpg,"$23,474",120 Sq Ft,OPERATING,Shed/Outbuild,2001,NPS,Port Alsworth Weather Port 11,PT-WP11
110,60.20502431315106,-154.3061268250868,99563,PT-10 WEATHER PORT 10,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/99563.jpg,"$57,225",240 Sq Ft,OPERATING,Storage,2000,NPS,Port Alsworth Weather Port 10,PT-10
111,60.19805899522572,-154.3076902593316,85246,BH-4 Birch Hill A-Frame Storage Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/85246.jpg,"$22,890",96 Sq Ft,OPERATING,Shed/Outbuild,1985,NPS,Birch Hill Sauna-Storage Building,BH-4
112,60.198122549913194,-154.307436953125,85247,BH-5 Birch Hill Lumber storage,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/85247.jpg,"$17,167",72 Sq Ft,OPERATING,Storage,1985,NPS,Birch Hill Lumber Storage,BH-5
113,60.19752322048612,-154.3200545887587,38547,PA-7 Housing Unit,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/38547.jpg,"$293,018","1,152 Sq Ft",OPERATING,Housing-Single Family,1985,NPS,Port Alsworth Resources Building,PA-7
114,60.19739921332467,-154.32034802517362,91058,PA-STM  Port Alsworth Suana Steam Bath,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91058.jpg,"$44,851",130 Sq Ft,OPERATING,Gym/Rec Ctr,1999,NPS,Port Alsworth Suana Steam Bath,PA-STM
115,60.197331954210085,-154.32050441840278,38548,PA-12 VIP Wash house and Kitchen Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/38548.jpg,"$110,404",320 Sq Ft,OPERATING,General Bldg,1990,NPS,VIP Wash house and Kitchen Building,PA-12
116,60.19726307617185,-154.3187729654948,91064,PA-SLA Port Alsworth Sewage Lagoon Aeroator Bldg.,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91064.jpg,"$21,450",64 Sq Ft,OPERATING,Sewage Treatment,1998,NPS,Port Alsworth Sewage Lagoon Aeroator Bldg.,PA-SLA
117,60.19818066297745,-154.31945679796007,38436,PA-4 Housing Unit,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/38436.jpg,"$383,667","1,270 Sq Ft",OPERATING,Housing-Single Family,1975,NPS,House (Dan and Amy's House),PA-4
118,60.19797065429685,-154.32066187717015,94954,PA-20  Field  Warehouse,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/94954.jpg,"$34,335",144 Sq Ft,OPERATING,Storage,1978,NPS,Field Warehouse,PA-20
119,60.19778479709203,-154.32143419487846,91057,PA-GH Port Alsworth Airstrip Green House Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91057.jpg,"$45,866",320 Sq Ft,OPERATING,General Bldg,2003,NPS,Port Alsworth Airstrip Green House Building,PA-GH
120,60.19790644097225,-154.3219907855903,91050,PA-14  Jet A fuel Dispensing Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91050.jpg,"$56,306",168 Sq Ft,OPERATING,Shed/Outbuild,1997,NPS,Jet A Fuel Dispensing Building,PA-14
121,60.197797874348964,-154.32215540364584,38546,PA-GEN Battery Storage Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/38546.jpg,"$48,263",144 Sq Ft,OPERATING,General Bldg,1985,NPS,Battery Storage& Standby Generator Building,PA-GEN
122,60.197925042317706,-154.32252281141493,38544,PA-15  Maintenance Shop,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/38544.jpg,"$1,338,988","3,850 Sq Ft",OPERATING,Serv/Shop/Maint,1975,NPS,Maintenance Shop,PA-15
123,60.19749724175347,-154.3226901844618,91054,PA-OH Port Alsworth Clivus Mutrum Outhouse,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91054.jpg,"$14,914",32 Sq Ft,OPERATING,Comfort Station,2001,NPS,Port Alsworth Clivus Mutrum Outhouse,PA-OH
124,60.19744811306424,-154.3223155078125,38541,PA-6 Ranger WareHouse & Weight Room,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/38541.jpg,"$276,011",800 Sq Ft,OPERATING,Storage,1975,NPS,Ranger WareHouse & Weight Room,PA-6
125,60.197371585286476,-154.32264322265624,38540,PA-3 Visitor Center Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/38540.jpg,"$1,052,253","1,280 Sq Ft",OPERATING,Visitor Cont Sta,1975,NPS,Visitor Center Building,PA-3
126,60.19732916775172,-154.32232420898438,107647,"PA-1B Fuel Building for Headquarters, Visitor Center and Ran",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/107647.jpg,"$41,011",172 Sq Ft,OPERATING,Shed/Outbuild,1997,NPS,"Fuel Building for Headquarters, Visitor Center and Ranger Warehouse",PA-1B
127,60.19685411566843,-154.32222030381945,38432,PA-2   Port Alsworth Duplex,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/38432.jpg,"$491,064","2,530 Sq Ft",OPERATING,Housing-Multi-Unit,1985,NPS,Port Alsworth Duplex,PA-2
128,60.197127411024326,-154.3223764029948,38542,PA-1  Headquarters  Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/38542.jpg,"$1,321,471","4,316 Sq Ft",OPERATING,Administrative,1975,NPS,Headquarters Building,PA-1
129,60.19698491427954,-154.3227144249132,91056,PA-5 Port Alsworth Heated Storage Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91056.jpg,"$45,780",192 Sq Ft,OPERATING,Storage,1991,NPS,Port Alsworth Paint Storage Building,PA-5
130,60.19674872829859,-154.32266152777777,114560,PA-2  Storage Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/114560.jpg,"$39,581",166 Sq Ft,OPERATING,Storage,2008,NPS,Storage Shed,PA-?
131,60.197607947048596,-154.323313203125,99577,PA-Historic Cache,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/99577.jpg,"$36,993",45 Sq Ft,OPERATING,Visitor/Interp,1978,NPS,Historic Cache,PA-?
132,60.19740552734373,-154.3232605327691,99576,PA-Museum & Boat Barn,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/99576.jpg,"$402,191","1,200 Sq Ft",OPERATING,Visitor/Interp,2006,NPS,Museum & Boat Barn,PA-?
133,60.20463703559028,-154.30694102864584,38435,PT-1 Bly House,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/38435.jpg,"$372,164","1,552 Sq Ft",OPERATING,Housing-Single Family,1952,NPS,Bly House,PT-1
134,60.20476469943577,-154.30689864583334,99546,PT-9 Gear Cache near Apartment building & bly house,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/99546.jpg,"$52,456",220 Sq Ft,OPERATING,Shed/Outbuild,1998,NPS,Gear Cache near Apartment Building & Bly house,PT-9
135,60.2048256987847,-154.3064916579861,58011,PT4 Fuel Building/System Bly House and Apartment,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/58011.jpg,"$33,381",140 Sq Ft,OPERATING,Shed/Outbuild,1996,NPS,Fuel Building for Bly House and Apartment Building,PT4
136,60.204773781467,-154.30612129123264,91043,PT-6 Point Outhouse,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91043.jpg,"$7,955",64 Sq Ft,OPERATING,Comfort Station,2001,NPS,Point Outhouse,PT-6
137,60.20470908637151,-154.30662512478298,38437,PT-2 Point Apartment Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/38437.jpg,"$422,636","1,152 Sq Ft",OPERATING,Housing-Single Family,1980,NPS,Point Apartment Building,PT-2
138,60.19744698784723,-154.3202359830729,Temp-LACL-001,,http://akrgis.nps.gov/apps/bldgs/photos/thumbs//Temp-LACL-001.jpg,unknown,unknown,,,unknown,unknown,Port Alsworth Resources Building - Covered Fuel Tank,
139,60.20451295030381,-154.3061726920573,91044,PT-7 Containment Boom Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91044.jpg,"$19,075",80 Sq Ft,OPERATING,Storage,1997,NPS,Containment Boom Shed,PT-7
140,60.2046459592014,-154.3063425672743,91045,PT-WT1 Point Hard sided Wall tent #1,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91045.jpg,"$60,447",195 Sq Ft,OPERATING,Housing-Single Family,1981,NPS,Point Hard sided Wall tent #1,PT-WT1
141,60.20467468967013,-154.3060964811198,91046,PT-WT2 Point Wall tent #2,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91046.jpg,"$60,447",195 Sq Ft,OPERATING,Housing-Single Family,1981,NPS,Point Wall tent #2,PT-WT2
142,60.204622240668414,-154.30585153971353,91047,PT-WT3  Point Wall Tent #3,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91047.jpg,"$60,447",195 Sq Ft,OPERATING,Housing-Single Family,1981,NPS,Point Wall Tent #3,PT-WT3
143,60.20459235026044,-154.30569726128473,91048,PT-WT4 Point Wall Tent #4,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91048.jpg,"$60,447",195 Sq Ft,OPERATING,Housing-Single Family,1981,NPS,Point Wall Tent #4,PT-WT4
144,60.20461453125,-154.3052946657986,91049,PT-WT5 Point Wall Tent #5,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91049.jpg,unknown,195 Sq Ft,OPERATING,Housing-Single Family,1982,NPS,"Point Fuel System for PT-WT3,WT4,WT5",PT-FS18B
145,60.20374496419271,-154.30478780381944,94948,Woodward Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/94948.jpg,"$185,992",600 Sq Ft,OPERATING,Housing-Single Family,1961,NPS,Woodward Cabin,
146,60.198128781467005,-154.307199453125,83260,BH-1 Birch Hill House,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/83260.jpg,"$503,240","2,022 Sq Ft",OPERATING,Housing-Multi-Unit,1978,NPS,Birch Hill House,BH-1
147,60.19825063368057,-154.3080305577257,85248,BH-6 Birch Hill Green House,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/85248.jpg,"$20,639",144 Sq Ft,OPERATING,Shed/Outbuild,1985,NPS,Birch Hill Green House,BH-6
148,60.19801996961803,-154.308258484158,83262,BH-3 Birch Hill Ole Sluice Box Storage Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/83262.jpg,"$135,433",568 Sq Ft,OPERATING,Shed/Outbuild,1985,NPS,"Birch Hill ""Old Sluice Box"" Storage Shed",BH-3
149,60.19809352105034,-154.30828009657117,83261,BH-2 Birch Hill Shop,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/83261.jpg,"$160,876",480 Sq Ft,OPERATING,Serv/Shop/Maint,1978,NPS,Birch Hill Shop,BH-2
150,60.30933092881946,-154.17706542751736,94948,Woodward Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/94948.jpg,"$185,992",600 Sq Ft,OPERATING,Housing-Single Family,1961,NPS,Earl Woodard Cabin Priest Rock,
151,59.98015572699654,-152.66542092664932,94756,Silver Salmon Creek Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/94756.jpg,"$79,356",256 Sq Ft,OPERATING,Housing-Support Bldg,2005,NPS,Silver Salmon Creek Cabin,
152,59.8705146061198,-153.09051663085938,38554,Chinitna Bay Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/38554.jpg,"$154,993",500 Sq Ft,OPERATING,Housing-Single Family,1996,NPS,Chinitna Bay Cabin,
153,60.647610037977415,-153.81852308485244,237244,Spike's Cabin Located at Upper Twin Lake,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/237244.jpg,"$85,314",230 Sq Ft,OPERATING,Housing-Single Family,1961,NPS,Spike's Cabin Located at Upper Twin Lake,
154,60.646762086588524,-153.81955524956598,237245,Hope Cabin Located at Upper Twin Lake,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/237245.jpg,"$62,687",169 Sq Ft,OPERATING,Housing-Single Family,1962,NPS,Hope Cabin Located at Upper Twin Lake,
155,60.645006604817695,-153.8209596950955,58147,Proenneke Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/58147.jpg,"$60,722",176 Sq Ft,OPERATING,General Bldg,1968,NPS,Proenneke Cabin,
156,60.64494839626735,-153.82088240017362,58148,Proenneke Cache,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/58148.jpg,"$5,722",24 Sq Ft,OPERATING,General Bldg,1968,NPS,Proenneke Cache,
157,60.644988598090265,-153.8206583875868,58150,Proenneke Woodshed/Outhouse,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/58150.jpg,"$11,185",24 Sq Ft,OPERATING,General Bldg,1968,NPS,Proenneke Woodshed/Outhouse,
158,60.648073043619775,-153.81746399956597,237246,Weiser Cabin Located at Upper Twin Lake,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/237246.jpg,"$77,628",225 Sq Ft,OPERATING,Serv/Shop/Maint,1969,NPS,Weiser Cabin Located at Upper Twin Lake,
159,60.197722364366314,-154.32432796657986,92276,PA Hanger Facility,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/92276.jpg,"$1,423,685","4,200 Sq Ft",OPERATING,Serv/Shop/Maint,2011,NPS,Hanger Facility,PA-?
160,60.19787799587675,-154.32350720811633,107614,PA-AVDB Port Alsworth Avgas Dispensing Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/107614.jpg,"$20,378",35 Sq Ft,OPERATING,Pump/Well House,2005,NPS,Port Alsworth Avgas Dispensing Building,PA-AVDB
161,60.19723761935762,-154.31887670681422,91055,PA-FSL Port Alsworth  Flammable Storage Locker Bldg,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91055.jpg,"$26,705",112 Sq Ft,OPERATING,Storage,2004,NPS,Port Alsworth  Flammable Storage Locker Bldg,PA-FSL
162,60.101575758463525,-149.44180325846355,90154,REMOVED 3rd Street Quonset Hut,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/90154.jpg,"$186,182",864 Sq Ft,REMOVED,Storage,1990,NPS,3rd Street Quonset Hut,
163,60.16210853732639,-149.4372842361111,114316,MF: Flammable Storage Locker,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/114316.jpg,"$3,342",15 Sq Ft,OPERATING,Chemical,2003,NPS,Flammable Storage Locker,
164,60.191215412326414,-149.61804625542536,89835,EG: Campground Romtec Toilet,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/89835.jpg,"$139,529",71 Sq Ft,OPERATING,Comfort Station,2002,NPS,Romtec toilet (Campground),
165,60.16219704644095,-149.4378226356337,90204,MF: Sand Storage Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/90204.jpg,"$27,185",122 Sq Ft,OPERATING,Shed/Outbuild,1995,NPS,Sand Storage Shed,
166,60.162162172309024,-149.43821431315104,89866,MF: Cold Storage Warehouse,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/89866.jpg,"$534,786","3,145 Sq Ft",OPERATING,Storage,2005,NPS,Cold Storage Building,
167,60.188322784288175,-149.6322806922743,42776,EG: Picnic Shelter/Warming Hut,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/42776.jpg,"$85,157",420 Sq Ft,OPERATING,Shed/Outbuild,2000,NPS,Picnic Shelter/Warming Hut,
168,60.19096649414064,-149.618097890625,98465,EG: Campground Picnic Shelter/Food Storage,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/98465.jpg,"$63,026",231 Sq Ft,OPERATING,Shed/Outbuild,1984,NPS,Campground Picnic Shelter/Food Storage,
169,60.1821601106771,-149.7028051486545,110491,EG: Harding Icefield Trail Emergency Shelter,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/110491.jpg,"$17,826",80 Sq Ft,OPERATING,Shed/Outbuild,1990,NPS,Harding Icefield Trail Emergency Shelter/Warming Hut,
170,60.11615279622396,-149.43939694118924,116149,DT: Harbor Comfort Station,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/116149.jpg,"$270,951",500 Sq Ft,OPERATING,Comfort Station,1990,NPS,Harbor Comfort Station,
171,60.18862477756079,-149.62636709309896,89837,EG: Housing Romtec Toilet,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/89837.jpg,"$139,529",71 Sq Ft,OPERATING,Comfort Station,2002,NPS,Romtec toilet (Housing),
172,60.162198021918414,-149.4375727159288,89892,MF: Barrel Storage Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/89892.jpg,"$53,478",240 Sq Ft,OPERATING,Storage,1992,NPS,Barrel Storage Shed-MF,
173,60.102026766493054,-149.43835787543404,99896,Harbor Dinner Club,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/99896.jpg,"$1,187,797","5,604 Sq Ft",REMOVED,General Bldg,unknown,NPS,Harbor Dinner Club,
174,60.10305035373261,-149.43849776041668,92231,REMOVED Leased Admin Office (Ray Bldg),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/92231.jpg,"$1,788,943","4,245 Sq Ft",REMOVED,Administrative,unknown,NPS,Leased Admin Office (Ray Bldg),
175,60.16160342881943,-149.43834885959203,114317,MF: WeatherPort,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/114317.jpg,"$59,160",600 Sq Ft,OPERATING,Storage,2007,NPS,WeatherPort-MF,
176,60.10147779947914,-149.44164168728298,61951,DT: Shae Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/61951.jpg,"$613,900","1,960 Sq Ft",OPERATING,Storage,1960,NPS,3rd Street block building,
177,60.16208204535593,-149.4372978016493,89893,MF: Flammable Storage Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/89893.jpg,"$31,195",140 Sq Ft,OPERATING,Storage,2000,NPS,Flammable Storage Shed-MF,
178,59.56178690972223,-150.5234079188368,42766,North Arm Public Use Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/42766.jpg,"$111,854",384 Sq Ft,REMOVED,Housing-Single Family,unknown,NPS,North Arm Public Use Cabin,
179,60.1087400097656,-149.43765121961806,42741,Leased Housing Units,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/42741.jpg,"$826,727","2,394 Sq Ft",OPERATING,Housing-Multi-Unit,unknown,NPS,Leased Housing Units,
180,60.101694836154536,-149.4383049468316,99897,DT: Mai House,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/99897.jpg,unknown,"1,070 Sq Ft",OPERATING,Housing-Single Family,1960,NPS,Mai's,
181,60.10173145724826,-149.43810575412326,110492,DT: Mai's Garage,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/110492.jpg,"$254,684",340 Sq Ft,OPERATING,Shed/Outbuild,1960,NPS,Mai's Garage,
182,60.10117539930553,-149.4393128982205,98660,DT: Legends Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/98660.jpg,"$2,250,739","6,982 Sq Ft",OPERATING,General Bldg,1985,NPS,Legends Building,
183,60.10090746419269,-149.4394158702257,99895,DT: Park Head Quarters Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/99895.jpg,"$3,743,721","8,088 Sq Ft",OPERATING,General Bldg,1945,NPS,Park Headquarters,
184,60.1621659309896,-149.43714628255208,114315,MF: Conex (20ft long),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/114315.jpg,"$11,162",160 Sq Ft,OPERATING,Storage,1989,NPS,Small Conex (20ft long),
185,59.833646808810784,-149.76916167426216,113420,CA: Holgate Evaporating Toilet,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/113420.jpg,"$15,244",35 Sq Ft,OPERATING,Housing-Support Bldg,2007,NPS,Holgate Evaporating Toilet,
186,59.83376812282984,-149.76961252387153,42765,CA: Holgate Public Use Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/42765.jpg,"$133,112",384 Sq Ft,OPERATING,Housing-Single Family,1992,NPS,Holgate Public Use Cabin,
187,59.88691223415799,-149.65616561523439,42763,CA: Aialik Public Use Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/42763.jpg,"$89,473",280 Sq Ft,OPERATING,Housing-Single Family,1986,NPS,Aialik Public Use Cabin,
188,59.88682613281247,-149.6559276746962,234102,CA: Aialik Cabin Outhouse,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/234102.jpg,"$13,219",42 Sq Ft,OPERATING,Housing-Support Bldg,1986,NPS,Aialik Cabin Outhouse,
189,59.83405949435763,-149.7695824717882,234103,CA: Holgate Cabin Outhouse,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/234103.jpg,"$13,541",42 Sq Ft,OPERATING,Comfort Station,1992,NPS,Holgate Cabin Outhouse,
190,58.454262912326385,-135.885291921658,83762,PD - Comfort Station Building GBA101,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GLBA/83762.jpg,"$140,927",384 Sq Ft,OPERATING,Comfort Station,2003,NPS,PD - Public Dock Area Comfort Station Building GBA101,GBA 101
